FORMATTED DATE_TIME,Temperature,Wet Bulb Temp,Relative Humidity,Station Pressure,Heat Index,Dew Point
03:10:46,23.1,22.3,93.8,962.4,24.7,22
03:10:48,23,22.3,93.8,962.3,24.6,22
03:10:50,23.1,22.3,93.8,962.4,24.7,22
03:10:52,23,22.3,93.8,962.4,24.6,22
03:10:54,23.1,22.3,93.8,962.4,24.7,22
03:10:56,23.1,22.3,93.8,962.4,24.6,22
03:10:58,23.1,22.3,93.8,962.5,24.6,22
03:11:00,23,22.3,93.8,962.4,24.6,22
03:11:02,23,22.3,93.8,962.4,24.6,22
03:11:04,23.1,22.3,93.8,962.4,24.6,22
03:11:06,23.1,22.3,93.8,962.5,24.6,22
03:11:08,23.1,22.3,93.8,962.4,24.6,22
03:11:10,23.1,22.3,93.8,962.4,24.6,22
03:11:12,23.1,22.3,93.8,962.4,24.7,22
03:11:14,23.1,22.3,93.8,962.4,24.7,22
03:11:16,23,22.3,93.8,962.5,24.7,22
03:11:18,23,22.3,93.9,962.4,24.7,22
03:11:20,23.1,22.3,93.9,962.5,24.7,22
03:11:22,23,22.3,93.8,962.5,24.7,22
03:11:24,23.1,22.3,93.9,962.4,24.7,22
03:11:26,23,22.3,93.8,962.4,24.7,22
03:11:28,23,22.3,93.8,962.5,24.7,22
03:11:30,23,22.3,93.9,962.4,24.7,22
03:11:32,23.1,22.3,93.8,962.3,24.7,22
03:11:34,23,22.3,93.9,962.3,24.7,22
03:11:36,23,22.3,93.9,962.5,24.7,22
03:11:38,23.1,22.3,93.8,962.4,24.7,22
03:11:40,23,22.3,93.8,962.5,24.7,22
03:11:42,23,22.3,93.8,962.5,24.7,22
03:11:44,23,22.3,93.8,962.5,24.7,22
03:11:46,23,22.3,93.8,962.4,24.7,22
03:11:48,23.1,22.3,93.8,962.4,24.7,22
03:11:50,23,22.3,93.9,962.4,24.7,22
03:11:52,23,22.3,93.8,962.3,24.7,22
03:11:54,23.1,22.3,93.8,962.5,24.7,22
03:11:56,23,22.3,93.8,962.6,24.7,22
03:11:58,23,22.3,93.8,962.4,24.7,22
03:12:00,23,22.3,93.8,962.4,24.7,22
03:12:02,23.1,22.3,93.9,962.5,24.7,22
03:12:04,23,22.3,93.8,962.4,24.7,22
03:12:06,23.1,22.3,93.8,962.4,24.7,22
03:12:08,23,22.3,93.8,962.4,24.7,22
03:12:10,23.1,22.3,93.8,962.4,24.7,22
03:12:12,23.1,22.3,93.8,962.4,24.7,22
03:12:14,23.1,22.3,93.8,962.4,24.7,22
03:12:16,23.1,22.3,93.8,962.5,24.7,22
03:12:18,23.1,22.3,93.8,962.5,24.7,22
03:12:20,23.1,22.3,93.8,962.4,24.7,22
03:12:22,23.1,22.3,93.8,962.4,24.7,22
03:12:24,23,22.3,93.9,962.4,24.7,22
03:12:26,23,22.3,93.8,962.4,24.7,22
03:12:28,23.1,22.3,93.9,962.4,24.7,22
03:12:30,23,22.3,93.8,962.4,24.7,22
03:12:32,23.1,22.3,93.8,962.5,24.7,22
03:12:34,23.1,22.3,93.8,962.4,24.7,22
03:12:36,23.1,22.3,93.8,962.4,24.7,22
03:12:38,23.1,22.3,93.8,962.5,24.7,22
03:12:40,23.1,22.3,93.9,962.3,24.7,22
03:12:42,23.1,22.3,93.8,962.3,24.7,22
03:12:44,23.1,22.3,93.8,962.4,24.7,22
03:12:46,23.1,22.3,93.8,962.4,24.7,22
03:12:48,23.1,22.3,93.9,962.4,24.7,22
03:12:50,23.1,22.3,93.9,962.3,24.7,22
03:12:52,23.1,22.3,93.9,962.4,24.7,22
03:12:54,23.1,22.3,93.8,962.5,24.7,22
03:12:56,23,22.3,93.9,962.4,24.7,22
03:12:58,23,22.3,93.8,962.3,24.7,22
03:13:00,23,22.3,93.9,962.4,24.7,22
03:13:02,23.1,22.3,93.9,962.4,24.7,22
03:13:04,23.1,22.3,93.8,962.5,24.7,22
03:13:06,23.1,22.3,93.8,962.4,24.7,22
03:13:08,23.1,22.3,93.9,962.4,24.7,22
03:13:10,23.1,22.3,93.8,962.4,24.7,22
03:13:12,23.1,22.3,93.9,962.3,24.7,22
03:13:14,23.1,22.3,93.8,962.4,24.7,22
03:13:16,23,22.3,93.8,962.5,24.7,22
03:13:18,23.1,22.3,93.9,962.5,24.7,22
03:13:20,23,22.3,93.8,962.4,24.7,22
03:13:22,23.1,22.3,93.9,962.5,24.7,22
03:13:24,23.1,22.3,93.9,962.4,24.7,22
03:13:26,23.1,22.3,93.8,962.4,24.7,22
03:13:28,23,22.3,93.8,962.6,24.7,22
03:13:30,23,22.3,93.8,962.3,24.7,22
03:13:32,23,22.3,93.9,962.4,24.7,22
03:13:34,23.1,22.3,93.8,962.3,24.7,22
03:13:36,23.1,22.3,93.8,962.3,24.7,22
03:13:38,23.1,22.3,93.8,962.5,24.7,22
03:13:40,23.1,22.3,93.8,962.4,24.7,22
03:13:42,23,22.3,93.8,962.5,24.7,22
03:13:44,23.1,22.3,93.9,962.4,24.7,22
03:13:46,23.1,22.3,93.8,962.4,24.7,22
03:13:48,23,22.3,93.8,962.4,24.7,22
03:13:50,23.1,22.3,93.9,962.4,24.7,22
03:13:52,23,22.3,93.8,962.5,24.7,22
03:13:54,23.1,22.3,93.9,962.5,24.7,22
03:13:56,23.1,22.3,93.8,962.3,24.7,22
03:13:58,23.1,22.3,93.8,962.4,24.7,22
03:14:00,23,22.3,93.8,962.5,24.7,22
03:14:02,23.1,22.3,93.8,962.4,24.7,22
03:14:04,23.1,22.3,93.8,962.5,24.7,22
03:14:06,23.1,22.3,93.9,962.3,24.7,22
03:14:08,23.1,22.3,93.8,962.4,24.7,22
03:14:10,23.1,22.3,93.9,962.4,24.7,22
03:14:12,23.1,22.3,93.8,962.4,24.7,22
03:14:14,23,22.3,93.9,962.4,24.7,22
03:14:16,23,22.3,93.9,962.5,24.7,22
03:14:18,23,22.3,93.9,962.4,24.7,22
03:14:20,23,22.3,93.9,962.4,24.7,22
03:14:22,23.1,22.3,93.9,962.4,24.7,22
03:14:24,23.1,22.3,93.9,962.4,24.7,22
03:14:26,23.1,22.3,93.9,962.4,24.7,22
03:14:28,23.1,22.3,93.9,962.4,24.7,22
03:14:30,23.1,22.3,93.9,962.3,24.7,22
03:14:32,23.1,22.3,93.9,962.4,24.7,22
03:14:34,23,22.3,93.9,962.4,24.7,22
03:14:36,23,22.3,93.9,962.5,24.7,22
03:14:38,23.1,22.3,93.9,962.4,24.7,22
03:14:40,23,22.3,93.9,962.4,24.7,22
03:14:42,23.1,22.3,93.9,962.4,24.7,22
03:14:44,23.1,22.3,93.9,962.4,24.7,22
03:14:46,23.1,22.3,93.9,962.4,24.7,22
03:14:48,23.1,22.3,93.9,962.4,24.7,22
03:14:50,23.1,22.3,93.9,962.4,24.7,22
03:14:52,23,22.3,93.9,962.4,24.7,22
03:14:54,23.1,22.3,93.9,962.5,24.7,22
03:14:56,23,22.3,93.9,962.5,24.7,22
03:14:58,23.1,22.3,93.9,962.4,24.7,22
03:15:00,23.1,22.3,93.9,962.5,24.7,22
03:15:02,23.1,22.3,93.9,962.4,24.7,22
03:15:04,23.1,22.3,93.9,962.4,24.7,22
03:15:06,23.1,22.3,93.9,962.4,24.7,22
03:15:08,23,22.3,93.9,962.4,24.7,22
03:15:10,23.1,22.3,93.9,962.4,24.7,22
03:15:12,23.1,22.3,93.9,962.5,24.7,22
03:15:14,23.1,22.3,93.9,962.4,24.7,22
03:15:16,23,22.3,93.9,962.4,24.7,22
03:15:18,23,22.3,93.9,962.4,24.7,22
03:15:20,23,22.3,93.9,962.4,24.7,22
03:15:22,23.1,22.3,93.9,962.5,24.7,22
03:15:24,23,22.3,93.9,962.4,24.7,22
03:15:26,23,22.3,93.9,962.4,24.7,22
03:15:28,23.1,22.3,93.9,962.4,24.7,22
03:15:30,23.1,22.3,93.9,962.4,24.7,22
03:15:32,23,22.3,93.9,962.4,24.7,22
03:15:34,23.1,22.3,93.9,962.4,24.7,22
03:15:36,23.1,22.3,93.9,962.3,24.7,22
03:15:38,23.1,22.3,93.9,962.4,24.7,22
03:15:40,23.1,22.3,94,962.4,24.7,22
03:15:42,23.1,22.3,93.9,962.4,24.7,22
03:15:44,23.1,22.3,93.9,962.4,24.7,22
03:15:46,23,22.3,93.9,962.4,24.7,22
03:15:48,23,22.3,93.9,962.4,24.7,22
03:15:50,23.1,22.3,93.9,962.3,24.7,22
03:15:52,23,22.3,93.9,962.3,24.7,22
03:15:54,23.1,22.3,93.9,962.4,24.7,22
03:15:56,23,22.3,93.9,962.4,24.7,22
03:15:58,23,22.3,94,962.4,24.7,22
03:16:00,23.1,22.3,93.9,962.4,24.7,22
03:16:02,23,22.3,93.9,962.4,24.7,22
03:16:04,23,22.3,94,962.4,24.7,22
03:16:06,23,22.3,93.9,962.4,24.7,22
03:16:08,23.1,22.3,93.9,962.4,24.7,22
03:16:10,23.1,22.3,93.9,962.4,24.7,22
03:16:12,23.1,22.3,93.9,962.3,24.7,22
03:16:14,23,22.3,93.9,962.4,24.7,22
03:16:16,23.1,22.3,93.9,962.4,24.7,22
03:16:18,23.1,22.3,93.9,962.3,24.7,22
03:16:20,23,22.3,93.9,962.4,24.7,22
03:16:22,23,22.3,93.9,962.2,24.7,22
03:16:24,23.1,22.3,93.9,962.3,24.7,22
03:16:26,23,22.3,93.9,962.4,24.7,22
03:16:28,23,22.3,93.9,962.5,24.7,22
03:16:30,23,22.3,93.9,962.4,24.7,22
03:16:32,23.1,22.3,93.9,962.4,24.7,22
03:16:34,23.1,22.3,93.9,962.4,24.7,22
03:16:36,23.1,22.3,93.9,962.4,24.7,22
03:16:38,23.1,22.3,93.9,962.3,24.7,22
03:16:40,23.1,22.3,93.9,962.4,24.7,22
03:16:42,23.1,22.3,93.9,962.4,24.7,22
03:16:44,23.1,22.3,94,962.4,24.7,22
03:16:46,23.1,22.3,94,962.4,24.7,22
03:16:48,23,22.3,94,962.4,24.7,22
03:16:50,23.1,22.3,93.9,962.4,24.7,22
03:16:52,23.1,22.3,93.9,962.3,24.7,22
03:16:54,23,22.3,94,962.3,24.7,22
03:16:56,23.1,22.3,93.9,962.4,24.7,22
03:16:58,23.1,22.3,93.9,962.4,24.7,22
03:17:00,23.1,22.3,93.9,962.4,24.7,22
03:17:02,23.1,22.3,93.9,962.4,24.7,22
03:17:04,23,22.3,93.9,962.4,24.7,22
03:17:06,23.1,22.3,93.9,962.4,24.7,22
03:17:08,23.1,22.3,93.9,962.4,24.7,22
03:17:10,23,22.3,94,962.4,24.7,22
03:17:12,23.1,22.3,94,962.4,24.7,22
03:17:14,23,22.3,93.9,962.4,24.7,22
03:17:16,23,22.3,94,962.4,24.7,22
03:17:18,23.1,22.3,93.9,962.4,24.7,22
03:17:20,23.1,22.3,93.9,962.4,24.7,22
03:17:22,23.1,22.3,93.9,962.3,24.7,22
03:17:24,23.1,22.3,93.9,962.3,24.7,22
03:17:26,23.1,22.3,94,962.4,24.7,22
03:17:28,23.1,22.3,94,962.4,24.7,22
03:17:30,23.1,22.3,93.9,962.3,24.7,22
03:17:32,23.1,22.3,93.9,962.4,24.7,22
03:17:34,23.1,22.3,93.9,962.4,24.7,22
03:17:36,23.1,22.3,93.9,962.4,24.7,22
03:17:38,23,22.3,93.9,962.4,24.7,22
03:17:40,23.1,22.3,94,962.5,24.7,22
03:17:42,23.1,22.3,93.9,962.4,24.7,22
03:17:44,23.1,22.3,93.9,962.4,24.7,22
03:17:46,23.1,22.3,94,962.5,24.7,22
03:17:48,23.1,22.3,93.9,962.4,24.7,22
03:17:50,23.1,22.3,93.9,962.4,24.7,22
03:17:52,23.1,22.3,94,962.4,24.7,22
03:17:54,23.1,22.3,93.9,962.4,24.7,22
03:17:56,23.1,22.3,93.9,962.3,24.7,22
03:17:58,23.1,22.3,93.9,962.5,24.7,22
03:18:00,23.1,22.3,94,962.3,24.7,22
03:18:02,23.1,22.3,93.9,962.4,24.7,22
03:18:04,23,22.3,93.9,962.5,24.7,22
03:18:06,23.1,22.3,93.9,962.4,24.7,22
03:18:08,23.1,22.3,93.9,962.4,24.7,22
03:18:10,23.1,22.3,94,962.4,24.7,22
03:18:12,23.1,22.3,93.9,962.2,24.7,22
03:18:14,23.1,22.3,94,962.3,24.7,22
03:18:16,23,22.3,94,962.4,24.7,22
03:18:18,23.1,22.3,94,962.4,24.7,22
03:18:20,23,22.3,94,962.4,24.7,22
03:18:22,23.1,22.3,94,962.5,24.7,22
03:18:24,23.1,22.3,94,962.4,24.7,22
03:18:26,23.1,22.3,94,962.3,24.7,22
03:18:28,23.1,22.3,94,962.3,24.7,22
03:18:30,23.1,22.3,94,962.5,24.7,22
03:18:32,23.1,22.3,94,962.4,24.7,22
03:18:34,23,22.3,94,962.3,24.7,22
03:18:36,23.1,22.3,94,962.4,24.7,22
03:18:38,23.1,22.3,94,962.4,24.7,22
03:18:40,23,22.3,94,962.5,24.7,22
03:18:42,23.1,22.3,94,962.5,24.7,22
03:18:44,23.1,22.3,94,962.4,24.7,22
03:18:46,23.1,22.3,94,962.4,24.7,22
03:18:48,23.1,22.3,94,962.4,24.7,22
03:18:50,23.1,22.3,94,962.4,24.7,22
03:18:52,23.1,22.3,94,962.4,24.7,22
03:18:54,23.1,22.3,94,962.3,24.7,22
03:18:56,23.1,22.3,94,962.4,24.7,22
03:18:58,23.1,22.3,94,962.3,24.7,22
03:19:00,23.1,22.3,94,962.3,24.7,22
03:19:02,23,22.3,94,962.4,24.7,22
03:19:04,23,22.3,94,962.4,24.7,22
03:19:06,23.1,22.3,94,962.3,24.7,22
03:19:08,23.1,22.3,94,962.5,24.7,22
03:19:10,23.1,22.3,94,962.3,24.7,22
03:19:12,23.1,22.3,94,962.4,24.7,22
03:19:14,23.1,22.3,94,962.4,24.7,22
03:19:16,23.1,22.3,94,962.3,24.7,22
03:19:18,23.1,22.3,94,962.4,24.7,22
03:19:20,23.1,22.3,94,962.4,24.7,22
03:19:22,23,22.3,94,962.3,24.7,22
03:19:24,23,22.3,94,962.4,24.7,22
03:19:26,23.1,22.3,94,962.4,24.7,22
03:19:28,23,22.3,94,962.4,24.7,22
03:19:30,23.1,22.3,94,962.4,24.7,22
03:19:32,23,22.3,94,962.4,24.7,22
03:19:34,23,22.3,94,962.3,24.7,22
03:19:36,23.1,22.3,94,962.2,24.7,22
03:19:38,23,22.3,94,962.3,24.7,22
03:19:40,23.1,22.3,94,962.2,24.7,22
03:19:42,23.1,22.3,94,962.4,24.7,22
03:19:44,23.1,22.3,94,962.4,24.7,22
03:19:46,23,22.3,94,962.3,24.7,22
03:19:48,23,22.3,94,962.3,24.7,22
03:19:50,23,22.3,94,962.4,24.7,22
03:19:52,23,22.3,94,962.3,24.7,22
03:19:54,23.1,22.3,94,962.4,24.7,22
03:19:56,23,22.3,94,962.4,24.7,22
03:19:58,23,22.3,94,962.4,24.7,22
03:20:00,23.1,22.3,94,962.4,24.7,22
03:20:02,23.1,22.3,94,962.4,24.7,22
03:20:04,23,22.3,94,962.2,24.7,22
03:20:06,23,22.3,94,962.3,24.7,22
03:20:08,23.1,22.3,94,962.2,24.7,22
03:20:10,23.1,22.3,94,962.4,24.7,22
03:20:12,23,22.3,94,962.2,24.7,22
03:20:14,23.1,22.3,94,962.3,24.7,22
03:20:16,23,22.3,94,962.3,24.7,22
03:20:18,23,22.3,94,962.2,24.7,22
03:20:20,23.1,22.3,94,962.4,24.7,22
03:20:22,23.1,22.3,94,962.4,24.7,22
03:20:24,23.1,22.3,94,962.3,24.7,22
03:20:26,23,22.3,94,962.2,24.7,22
03:20:28,23,22.3,94,962.4,24.7,22
03:20:30,23.1,22.3,94,962.3,24.7,22
03:20:32,23.1,22.3,94,962.3,24.7,22
03:20:34,23.1,22.3,94,962.3,24.7,22
03:20:36,23.1,22.3,94,962.4,24.7,22
03:20:38,23,22.3,94,962.3,24.7,22
03:20:40,23.1,22.3,94,962.2,24.7,22
03:20:42,23.1,22.3,94,962.3,24.7,22
03:20:44,23.1,22.3,94,962.3,24.7,22
03:20:46,23,22.3,94,962.2,24.7,22
03:20:48,23.1,22.3,94,962.3,24.7,22
03:20:50,23,22.3,94,962.2,24.7,22
03:20:52,23,22.3,94,962.3,24.7,22
03:20:54,23.1,22.3,94,962.3,24.7,22
03:20:56,23,22.3,94,962.3,24.7,22
03:20:58,23,22.3,94,962.2,24.7,22
03:21:00,23,22.3,94,962.3,24.7,22
03:21:02,23,22.3,94,962.3,24.7,22
03:21:04,23.1,22.3,94,962.3,24.7,22
03:21:06,23,22.3,94,962.3,24.7,22
03:21:08,23,22.3,94,962.3,24.7,22
03:21:10,23.1,22.3,94,962.3,24.7,22
03:21:12,23.1,22.3,94,962.3,24.7,22
03:21:14,23,22.3,94,962.3,24.7,22
03:21:16,23.1,22.3,94,962.3,24.7,22
03:21:18,23,22.3,94,962.4,24.7,22
03:21:20,23,22.3,94,962.2,24.7,22
03:21:22,23,22.3,94,962.3,24.7,22
03:21:24,23,22.3,94,962.2,24.7,22
03:21:26,23.1,22.3,94,962.3,24.7,22
03:21:28,23.1,22.3,94,962.3,24.7,22
03:21:30,23,22.3,94,962.2,24.7,22
03:21:32,23,22.3,94,962.2,24.7,22
03:21:34,23,22.3,94,962.3,24.7,22
03:21:36,23.1,22.3,94,962.4,24.7,22
03:21:38,23,22.3,94,962.4,24.7,22
03:21:40,23.1,22.3,94,962.3,24.7,22
03:21:42,23,22.3,94,962.3,24.7,22
03:21:44,23,22.3,94,962.3,24.7,22
03:21:46,23.1,22.3,94,962.2,24.7,22
03:21:48,23,22.3,94,962.3,24.7,22
03:21:50,23.1,22.3,94,962.3,24.7,22
03:21:52,23,22.3,94,962.3,24.7,22
03:21:54,23.1,22.3,94,962.3,24.7,22
03:21:56,23.1,22.3,94,962.3,24.7,22
03:21:58,23.1,22.3,94,962.3,24.7,22
03:22:00,23.1,22.3,94,962.3,24.7,22
03:22:02,23.1,22.3,94,962.3,24.7,22
03:22:04,23.1,22.3,94,962.3,24.7,22
03:22:06,23,22.3,94,962.3,24.7,22
03:22:08,23,22.3,94,962.3,24.7,22
