date,time,celltemp,cellpres,co2,co2abs,h2o,h2oabs,h2odewpoint,ivolt,raw_co2,raw_co2ref,raw_h2o,raw_h2oref,raw_flowrate
01/01/2000,01:51:51.28,45.6977,96.7465,397.162,0.087843055,37.2691,0.16165047,27.1256,17.715327,4806927.0,5841624.0,3427944.0,4204388.0,0.74706134
01/01/2000,01:51:51.78,45.7249,96.7334,397.996,0.087967987,38.0253,0.16369801,27.4661,17.72372,4806979.0,5842678.0,3398421.0,4205062.0,0.76055612
01/01/2000,01:51:52.28,45.7496,96.7225,397.349,0.087870712,40.1751,0.16947233,28.4071,17.730433,4807536.0,5841004.0,3381071.0,4204707.0,0.7711709
01/01/2000,01:51:52.78,45.7742,96.7142,395.704,0.087599515,40.8844,0.17133319,28.707,17.76652,4808325.0,5840805.0,3382460.0,4204104.0,0.77898197
01/01/2000,01:51:53.29,45.8015,96.7064,394.427,0.087380294,40.9176,0.17139983,28.7197,17.725398,4808806.0,5839740.0,3380060.0,4204126.0,0.78566937
01/01/2000,01:51:53.79,45.8261,96.7052,393.447,0.087219419,41.3143,0.17243486,28.8859,17.722041,4808504.0,5838944.0,3373619.0,4203613.0,0.77977514
01/01/2000,01:51:54.30,45.8454,96.7175,393.33,0.08721322,41.8207,0.17377501,29.0986,17.763164,4808374.0,5839108.0,3368546.0,4203407.0,0.76643142
01/01/2000,01:51:54.80,45.87,96.7199,393.775,0.08728796,42.311,0.17504906,29.3008,17.735469,4808140.0,5839433.0,3363071.0,4203424.0,0.76482849
01/01/2000,01:51:55.31,45.8973,96.7189,393.379,0.087220249,42.6049,0.17580145,29.4206,17.72288,4809037.0,5839033.0,3362512.0,4203539.0,0.77351527
01/01/2000,01:51:55.81,45.9249,96.7092,391.614,0.086928005,43.4854,0.17804837,29.7739,17.669168,4810553.0,5838581.0,3344791.0,4203493.0,0.77854194
01/01/2000,01:51:56.32,45.9442,96.7042,389.602,0.086602687,44.5509,0.18075484,30.1944,17.741343,4811454.0,5837754.0,3340115.0,4203147.0,0.77455291
01/01/2000,01:51:56.82,45.969,96.7102,387.872,0.086322069,44.6642,0.18104314,30.2398,17.736308,4811959.0,5836697.0,3341652.0,4202504.0,0.77017145
01/01/2000,01:51:57.33,45.9965,96.7117,387.352,0.086231174,44.4912,0.18059653,30.1724,17.753093,4812149.0,5837443.0,3343411.0,4202709.0,0.77243452
01/01/2000,01:51:57.83,46.0269,96.7097,389.184,0.086521511,44.3873,0.18031847,30.1313,17.738826,4809173.0,5837033.0,3343961.0,4202555.0,0.7747487
01/01/2000,01:51:58.34,46.049,96.708,392.756,0.087096328,44.34,0.18018758,30.1124,17.737147,4805560.0,5836794.0,3344164.0,4202314.0,0.77578692
01/01/2000,01:51:58.85,46.071,96.7099,395.055,0.087466659,44.3272,0.1801505,30.1077,17.726237,4804880.0,5836555.0,3344114.0,4202367.0,0.77518267
01/01/2000,01:51:59.35,46.1042,96.7097,397.064,0.087784709,44.3145,0.18010598,30.1027,17.72288,4801798.0,5836292.0,3344201.0,4201904.0,0.77423849
01/01/2000,01:51:59.85,46.1319,96.707,398.817,0.088059244,44.2942,0.18004017,30.0942,17.725398,4802228.0,5836846.0,3344309.0,4201937.0,0.77519469
01/01/2000,01:52:00.36,46.1567,96.7094,397.793,0.087891397,44.2883,0.18002038,30.0923,17.727916,4803945.0,5836755.0,3344311.0,4201840.0,0.77671504
01/01/2000,01:52:00.87,46.1762,96.7109,396.642,0.087702865,44.2832,0.18000292,30.0906,17.72288,4804701.0,5837439.0,3344359.0,4201821.0,0.77722911
01/01/2000,01:52:01.28,46.1956,96.709,396.455,0.087666625,44.2716,0.17996316,30.0856,17.730433,4804307.0,5836731.0,3344501.0,4201671.0,0.7778326
01/01/2000,01:52:01.78,46.2206,96.7094,396.841,0.087724266,44.2497,0.17989957,30.0771,17.725398,4803786.0,5837067.0,3344598.0,4201470.0,0.77743105
01/01/2000,01:52:02.28,46.2484,96.7082,394.827,0.08739149,44.2207,0.17981374,30.0655,17.795054,4807386.0,5836217.0,3345038.0,4201466.0,0.77726278
01/01/2000,01:52:02.78,46.2733,96.7082,392.287,0.086974086,44.1919,0.17973172,30.0541,17.7447,4808472.0,5837422.0,3345170.0,4201348.0,0.77746863
01/01/2000,01:52:03.28,46.2956,96.7074,391.504,0.086841878,44.2164,0.17978495,30.0636,17.720363,4808795.0,5836236.0,3344334.0,4201127.0,0.77753753
01/01/2000,01:52:03.78,46.3234,96.7059,390.842,0.0867278,44.268,0.17990434,30.0837,17.72372,4808897.0,5836478.0,3343835.0,4200894.0,0.77834472
01/01/2000,01:52:04.28,46.3484,96.7057,390.309,0.08663577,44.2556,0.17986345,30.0788,17.743022,4809741.0,5836209.0,3344245.0,4200596.0,0.77860546
01/01/2000,01:52:04.78,46.3709,96.7072,389.661,0.086526756,44.223,0.17977499,30.0662,17.716166,4809617.0,5835961.0,3344325.0,4200604.0,0.77848148
01/01/2000,01:52:05.28,46.4017,96.707,389.457,0.086487293,44.2331,0.17978948,30.0702,17.724559,4810094.0,5836133.0,3344102.0,4200565.0,0.7791315
01/01/2000,01:52:05.79,46.4239,96.7072,387.758,0.086206254,44.2639,0.17986035,30.0823,17.726237,4812270.0,5835589.0,3343555.0,4200362.0,0.77866654
01/01/2000,01:52:06.29,46.4462,96.7059,384.536,0.08567399,44.2946,0.17992859,30.0942,17.721202,4815257.0,5835598.0,3343125.0,4200037.0,0.77806539
01/01/2000,01:52:06.80,46.4714,96.7057,382.474,0.085330486,44.3164,0.17997467,30.1027,17.72372,4816222.0,5835996.0,3342914.0,4200029.0,0.7779798
01/01/2000,01:52:07.30,46.4966,96.7092,383.295,0.085463762,44.3271,0.17999857,30.1075,17.769038,4813646.0,5835344.0,3342690.0,4199735.0,0.77822661
01/01/2000,01:52:07.81,46.5191,96.7085,385.079,0.085751113,44.329,0.17999446,30.1081,17.715327,4813375.0,5836212.0,3342747.0,4199777.0,0.77780718
01/01/2000,01:52:08.31,46.5472,96.7064,386.623,0.085996446,44.3343,0.1799947,30.1098,17.718684,4811270.0,5835595.0,3342589.0,4199611.0,0.77877893
01/01/2000,01:52:08.82,46.5725,96.7087,386.778,0.0860188,44.333,0.17998611,30.1097,17.711131,4811647.0,5834402.0,3342345.0,4199184.0,0.77804546
01/01/2000,01:52:09.32,46.6006,96.7092,388.047,0.086220684,44.304,0.17990332,30.0984,17.721202,4808490.0,5834802.0,3342881.0,4199130.0,0.77880139
01/01/2000,01:52:09.83,46.6202,96.7052,390.697,0.086644229,44.2322,0.17970734,30.0695,17.721202,4808136.0,5835555.0,3343780.0,4198979.0,0.77798371
01/01/2000,01:52:10.33,46.6399,96.7077,389.324,0.086418743,44.2091,0.17964565,30.0608,17.768199,4810635.0,5834526.0,3343303.0,4199029.0,0.77853684
01/01/2000,01:52:10.84,46.6653,96.7082,386.522,0.085957288,44.236,0.1797058,30.0715,17.709453,4811961.0,5834302.0,3342953.0,4198556.0,0.77834086
01/01/2000,01:52:11.35,46.6964,96.7042,386.921,0.08601242,44.2098,0.17962199,30.0605,17.726237,4810648.0,5835247.0,3343604.0,4198549.0,0.77770681
01/01/2000,01:52:11.85,46.716,96.7062,388.043,0.086193027,44.169,0.17951416,30.0447,17.668329,4810214.0,5834491.0,3343661.0,4198341.0,0.77905378
01/01/2000,01:52:12.35,46.7443,96.7074,386.735,0.085975828,44.2353,0.17967504,30.0711,17.72372,4812525.0,5834748.0,3342022.0,4198209.0,0.7793085
01/01/2000,01:52:12.86,46.7698,96.703,385.544,0.085772695,44.3187,0.17987102,30.1031,17.727077,4812345.0,5834479.0,3341773.0,4197977.0,0.77851462
01/01/2000,01:52:13.36,46.7896,96.7045,385.443,0.085753555,44.317,0.1798622,30.1027,17.724559,4812037.0,5833912.0,3341832.0,4197879.0,0.77834701
01/01/2000,01:52:13.78,46.8122,96.7067,385.001,0.085678873,44.3167,0.17985707,30.103,17.721202,4812086.0,5833212.0,3341629.0,4197744.0,0.77854385
01/01/2000,01:52:14.28,46.8377,96.7054,384.307,0.085558528,44.2737,0.17973679,30.0859,17.724559,4813511.0,5834165.0,3342434.0,4197404.0,0.77902536
01/01/2000,01:52:14.78,46.8634,96.7064,384.789,0.085633335,44.2752,0.17973309,30.0866,17.707774,4811820.0,5833844.0,3341239.0,4197216.0,0.77970428
01/01/2000,01:52:15.28,46.8832,96.7017,385.762,0.085784254,44.2646,0.17969161,30.0816,17.719523,4812176.0,5834474.0,3342689.0,4197300.0,0.78014521
01/01/2000,01:52:15.78,46.9088,96.703,385.563,0.085745449,44.0232,0.17907005,29.9866,17.695186,4811190.0,5832598.0,3345908.0,4196720.0,0.77981572
01/01/2000,01:52:16.28,46.9343,96.7052,386.183,0.085842552,43.894,0.17873489,29.9358,17.741343,4810383.0,5833545.0,3344951.0,4196711.0,0.77960224
01/01/2000,01:52:16.78,46.957,96.7004,387.66,0.086075782,43.9861,0.17895436,29.9714,17.779109,4809345.0,5833333.0,3343971.0,4196533.0,0.77918825
01/01/2000,01:52:17.28,46.9827,96.7054,388.171,0.086158933,44.0162,0.17903023,29.9843,17.727916,4808928.0,5832839.0,3344045.0,4196350.0,0.77834472
01/01/2000,01:52:17.79,47.0055,96.7062,388.322,0.086178302,43.8644,0.17863601,29.9243,17.721202,4809393.0,5833646.0,3347100.0,4196430.0,0.77840762
01/01/2000,01:52:18.29,47.0368,96.7077,388.158,0.086144866,43.6775,0.17814981,29.8503,17.718684,4809711.0,5833372.0,3347763.0,4196045.0,0.7791059
01/01/2000,01:52:18.79,47.0625,96.7082,387.108,0.085969686,43.7468,0.17831879,29.8779,17.763164,4810661.0,5832945.0,3345227.0,4195808.0,0.77965717
01/01/2000,01:52:19.30,47.0854,96.7054,386.036,0.085786933,43.6957,0.17817592,29.8571,17.706935,4810887.0,5832469.0,3348720.0,4195786.0,0.77886672
01/01/2000,01:52:19.80,47.1083,96.704,386.603,0.085872411,43.5719,0.17784875,29.8075,17.718684,4810482.0,5833826.0,3347753.0,4195634.0,0.77836322
01/01/2000,01:52:20.31,47.1341,96.7047,387.135,0.085958423,43.9244,0.17874198,29.9478,17.809321,4810289.0,5832823.0,3341130.0,4195391.0,0.77845859
01/01/2000,01:52:20.81,47.1599,96.707,387.224,0.085969924,43.9254,0.17873883,29.9486,17.717845,4809196.0,5832413.0,3347494.0,4195277.0,0.77841701
01/01/2000,01:52:21.32,47.18,96.7072,388.759,0.08620614,42.8985,0.17609876,29.5376,17.720363,4808160.0,5833308.0,3362469.0,4195188.0,0.77884969
01/01/2000,01:52:21.83,47.203,96.7067,389.189,0.086263236,42.116,0.17406368,29.2185,17.721202,4807802.0,5831491.0,3363369.0,4194405.0,0.77901511
01/01/2000,01:52:22.33,47.2261,96.7074,388.266,0.086110887,42.2939,0.174519,29.2916,17.713649,4808919.0,5832275.0,3358516.0,4194882.0,0.77880616
01/01/2000,01:52:22.83,47.2518,96.703,388.07,0.086079006,43.2152,0.17688244,29.6645,17.725398,4808003.0,5831281.0,3344132.0,4194415.0,0.77857489
01/01/2000,01:52:23.34,47.2777,96.708,388.264,0.086117801,43.9816,0.17884272,29.971,17.721202,4809107.0,5832959.0,3342341.0,4194616.0,0.77795863
01/01/2000,01:52:23.84,47.3066,96.7054,387.32,0.085956153,44.0033,0.17888384,29.9792,17.717845,4809633.0,5831195.0,3343399.0,4193916.0,0.7784028
01/01/2000,01:52:24.35,47.3327,96.7014,386.069,0.085733232,43.0143,0.17633533,29.5833,17.726237,4809824.0,5831036.0,3362309.0,4193637.0,0.77858161
01/01/2000,01:52:25.25,47.365700000000004,96.70734999999999,391.9685,0.0866148755,35.52365,0.156118625,26.2742,17.724559,4803697.0,5831942.5,3460588.0,4193440.0,0.77874312
01/01/2000,01:52:25.80,47.402,96.7085,394.978,0.087081317,34.112,0.15219783,25.6189,17.718684,4804269.0,5833095.0,3437014.0,4193873.0,0.7782504
01/01/2000,01:52:26.33,47.428,96.709,395.288,0.087127866,34.2363,0.15254569,25.6803,17.714488,4804394.0,5834313.0,3462355.0,4193659.0,0.77781462
01/01/2000,01:52:26.87,47.451,96.7082,395.384,0.087132215,33.6612,0.1508891,25.3949,17.724559,4805279.0,5834410.0,3450592.0,4193983.0,0.77748079
01/01/2000,01:52:27.28,47.4712,96.7077,391.567,0.086530981,35.6155,0.15643441,26.3476,17.751414,4809783.0,5833065.0,3417256.0,4193715.0,0.77687401
01/01/2000,01:52:27.78,47.4973,96.7107,388.293,0.086009864,36.8648,0.15990739,26.9335,17.725398,4810829.0,5834421.0,3421719.0,4193252.0,0.77648153
01/01/2000,01:52:28.29,47.5205,96.7102,388.168,0.085982503,36.6597,0.15933245,26.8386,17.670846,4809832.0,5832787.0,3421142.0,4192741.0,0.77595005
01/01/2000,01:52:28.79,47.5437,96.7149,389.473,0.086189632,36.1965,0.15804571,26.6233,17.739665,4806920.0,5832348.0,3431521.0,4192430.0,0.77549533
01/01/2000,01:52:29.30,47.5729,96.7152,390.994,0.086423215,35.4329,0.15590053,26.2618,17.747218,4806905.0,5832259.0,3438270.0,4192336.0,0.77575583
01/01/2000,01:52:29.80,47.5933,96.7125,390.623,0.086358785,35.6592,0.15652566,26.3692,17.740504,4807586.0,5832322.0,3426238.0,4192191.0,0.77606101
01/01/2000,01:52:30.31,47.6137,96.7132,389.31,0.08615446,36.8495,0.15983181,26.9269,17.717845,4809105.0,5832255.0,3411105.0,4192019.0,0.77561135
01/01/2000,01:52:30.81,47.6341,96.7122,388.643,0.086050806,37.8142,0.16247242,27.3672,17.737147,4808100.0,5831570.0,3404342.0,4191691.0,0.77559356
01/01/2000,01:52:31.32,47.6574,96.7135,389.127,0.08612215,37.4285,0.1614117,27.1925,17.732951,4807441.0,5831168.0,3419311.0,4191497.0,0.77575201
01/01/2000,01:52:31.83,47.6866,96.7152,391.005,0.086402597,35.4489,0.15591007,26.2695,17.664133,4804656.0,5831079.0,3448665.0,4191150.0,0.77549428
01/01/2000,01:52:32.33,47.7129,96.7129,393.188,0.08673686,34.3102,0.1526755,25.7174,17.708613,4804559.0,5832002.0,3445440.0,4191266.0,0.77550325
01/01/2000,01:52:32.83,47.7362,96.7167,392.386,0.086621465,35.8009,0.15688389,26.4372,17.716166,4805316.0,5830324.0,3414339.0,4191044.0,0.77499747
01/01/2000,01:52:33.34,47.7626,96.7162,392.597,0.08665121,35.9356,0.1572513,26.5008,17.699382,4803881.0,5831551.0,3442141.0,4190889.0,0.7751739
01/01/2000,01:52:33.85,47.7831,96.7154,395.902,0.087155456,33.5737,0.1505469,25.3524,17.711131,4800802.0,5831416.0,3468519.0,4190601.0,0.77518787
01/01/2000,01:52:34.35,47.8006,96.7164,396.205,0.087199325,33.3448,0.14988273,25.2375,17.729594,4803539.0,5831709.0,3447280.0,4190567.0,0.77476921
01/01/2000,01:52:34.86,47.8241,96.7132,393.011,0.08669466,35.1003,0.1548832,26.1019,17.77827,4806124.0,5831334.0,3427809.0,4190564.0,0.77460756
01/01/2000,01:52:35.36,47.8533,96.7199,391.503,0.086459522,35.9121,0.15716266,26.4903,17.71281,4805316.0,5830819.0,3428346.0,4190090.0,0.77449293
01/01/2000,01:52:35.87,47.8738,96.7175,392.383,0.086584205,34.8041,0.15403616,25.9594,17.7019,4804411.0,5830907.0,3452699.0,4189904.0,0.77508144
01/01/2000,01:52:36.28,47.8974,96.717,392.547,0.086606445,34.8892,0.15426927,26.0006,17.72372,4804866.0,5830553.0,3426238.0,4189830.0,0.77470116
01/01/2000,01:52:36.78,47.9209,96.717,390.938,0.086364631,37.1573,0.16058796,27.0692,17.704417,4807079.0,5830933.0,3401268.0,4189860.0,0.77474489
01/01/2000,01:52:37.28,47.9474,96.7187,388.906,0.086046695,38.6789,0.16472786,27.755,17.73463,4807714.0,5829870.0,3392120.0,4189279.0,0.77539272
01/01/2000,01:52:37.78,47.9709,96.7175,387.944,0.085881891,38.4238,0.16402852,27.6415,17.737147,4807210.0,5829003.0,3406061.0,4188760.0,0.77536482
01/01/2000,01:52:38.28,47.9946,96.7167,388.3,0.085926351,37.6246,0.16184538,27.2823,17.725398,4805493.0,5827788.0,3409230.0,4188487.0,0.77553153
01/01/2000,01:52:38.78,48.0124,96.7162,392.333,0.086543321,34.3933,0.15282523,25.7587,17.680917,4800504.0,5828915.0,3478825.0,4188057.0,0.77524976
01/01/2000,01:52:39.28,48.039,96.7192,397.052,0.08726305,30.6788,0.14197319,23.8452,17.72288,4799307.0,5829679.0,3497331.0,4188322.0,0.77496457
01/01/2000,01:52:39.78,48.0625,96.717,399.065,0.087588844,31.5952,0.1446923,24.3351,17.675882,4798666.0,5830790.0,3457223.0,4188669.0,0.77472238
01/01/2000,01:52:40.29,48.0861,96.7202,398.416,0.087504444,33.6399,0.15065276,25.3863,17.737147,4800565.0,5830011.0,3449083.0,4188583.0,0.77532091
01/01/2000,01:52:40.80,48.1129,96.7204,396.095,0.087120532,33.0713,0.14900362,25.0999,17.73379,4801588.0,5829468.0,3470172.0,4188113.0,0.77601804
01/01/2000,01:52:41.30,48.1395,96.7177,396.595,0.087171373,30.978,0.14283716,24.0064,17.722041,4799982.0,5830075.0,3498613.0,4187852.0,0.77573447
01/01/2000,01:52:41.80,48.1601,96.718,398.191,0.08741456,30.1008,0.14019703,23.529,17.74554,4799859.0,5830526.0,3491574.0,4188037.0,0.77566804
01/01/2000,01:52:42.31,48.1869,96.7187,398.101,0.087402524,30.7678,0.14219671,23.8932,17.724559,4800938.0,5831043.0,3482451.0,4187966.0,0.77490038
01/01/2000,01:52:42.81,48.2048,96.722,397.544,0.087321996,31.6711,0.1448819,24.376,17.72288,4801272.0,5831160.0,3469600.0,4187865.0,0.77323584
01/01/2000,01:52:43.32,48.2258,96.7217,394.647,0.086883125,34.7157,0.15368371,25.9172,17.710292,4804309.0,5829359.0,3410723.0,4187758.0,0.77495388
01/01/2000,01:52:43.83,48.2495,96.7142,392.986,0.086613473,35.6854,0.15639734,26.382,17.727077,4802432.0,5829071.0,3446646.0,4186781.0,0.78023266
